hours_outside_usual_window,unusual_weekend_login,new_device,new_country,new_city,travel_speed_log,failed_logins,download_ratio_log,data_volume_ratio_log,api_ratio_log,sensitive_ratio_log,new_sensitive_systems,unfamiliar_admin_actions
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3103087626245798,-0.5240708505160114,-0.2700271372130601,0.06899287148695142,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24256163717131143,0.3477432459496909,0.3092416476828755,0.03303985407820009,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.34121071824115085,-0.058624843347523596,0.028605257010334312,-0.5364933705145686,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023297912224821818,-0.012470933254115992,0.23251569114307297,-0.15700374880966467,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2282240025466288,0.14880965157274154,0.13906191247618713,-0.19337139298053965,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04366694665248652,-0.4036857482080871,0.47689067859809064,-0.5007752879124893,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022756987122616278,0.13929765388891055,0.29480829778499107,-0.5364933705145686,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35176092913630336,0.6408453858708111,0.2392830590759652,0.2561834053924099,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3027957102618291,-0.09823843958341322,0.028465851342936357,0.17435338714477774,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004384598317824126,0.35400827569181703,0.2630978668212425,-0.23605977658075622,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3.6878162065624505,0.0,0.11913009638158327,0.23431685191233506,-0.011010588948604223,0.11428914640212759,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21004785727474815,0.3090055812596109,-0.29835857092020035,-0.15529288440603534,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5664495275139876,-0.3218734372000601,-0.2972515234679316,-0.27002713721306026,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.47691115227712966,0.21116578389666224,-0.3182112774866038,-0.4317824164255378,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.3398499842499924,-0.697474204947098,0.4394744242109126,0.6668298722425718,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51624569123533,0.35825764012772293,0.10200697194998651,0.5842927756478633,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18636741531349832,0.046355398276948345,-0.11966678217682439,-0.3784364357202451,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018503471564559726,0.22269849367189984,-0.724561583873743,-0.5988365010887041,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2602360958430331,0.5410655089557088,0.06021454965751661,0.17435338714477774,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3710636813908321,0.5642813092284659,-0.32698863356837193,0.37665341086961873,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22168794698150915,-0.05037620732506672,-0.10953361433845153,0.41551544396166595,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25223922552198214,0.3654239061319679,0.47702824418270007,0.25131442828090617,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28208373732636,0.5577328610901362,0.2820163349161036,0.5361434317502807,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11023348039970078,-0.2307244992741339,0.24143105480102522,0.5361434317502807,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6043159668533294,-0.7763815925188663,0.07928670178714745,-0.44788582399211657,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4083181770905708,-0.7138406765119266,-0.3017786754000166,0.1923718926474561,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6043159668533294,-0.6933463639088759,0.17052641488629824,-0.44788582399211657,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19161460370554714,0.15339719492409729,0.0070246149369644385,0.3566749439387324,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3.64606364976809,0.0,-0.49990911202464006,-0.5278232001345617,-0.011010588948604223,-0.10885440491208204,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022756987122616278,-0.2002753604105505,0.22745611575549957,-0.5364933705145686,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028987536873252406,0.2272391201789469,-0.19094259871285124,0.5926556420136229,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0755075525081453,0.33191820480529405,0.6662543724050931,0.5926556420136229,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11023348039970078,0.4983546905118747,-0.6912657124602397,-0.15700374880966467,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.28855668986244176,-0.14596325828645854,-0.08182249942237346,-0.4317824164255378,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.11183948175553539,0.1442288004998051,-0.07898132816965879,-0.44788582399211657,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4631698896671706,0.727223786940669,0.31585294941847725,0.8285851514550494,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.47736284728774603,-0.29354719190417905,-0.07331684296700593,-0.7419373447293773,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30618554401634057,-0.0822253852143873,0.06092694699672532,0.09431067947124121,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12216763397420756,0.16606346134350028,-0.04705706148259704,0.08239395453777842,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0036297680505786127,-0.3166074955947732,0.34814004148889505,0.37665341086961873,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.270788538116285,0.0063191363514785315,0.41931051493021737,-0.27763173659827933,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3890619175134488,0.6562347256973055,-0.2972515234679316,0.4231200433468851,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.23976652569300977,-0.31460141986752754,0.19261434627938676,-0.4317824164255378,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.42998949797124875,-0.1003263415485273,-0.24887851365683059,-0.3784364357202451,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7447904137117837,-0.7893482290200718,0.15020644834304053,0.1923718926474561,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.041781534014955,-0.22225426712932567,-0.4021776590821199,-0.5364933705145686,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.11077440550190644,-0.17029452819861465,-0.03327014670775311,0.1566538100453768,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1306783236421162,0.27603841201971757,0.2090469483659741,-0.5007752879124893,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5259392615760389,0.6835988156912509,-0.18664552827400904,0.3566749439387324,0.0,0.0
1.0,0.0,0.0,0.0,1.0,2.624315448192804,0.0,0.270788538116285,0.14573867160122364,0.20062131396538802,0.41551544396166595,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1432341680859078,-0.31424909983650273,-0.1243392742556075,-0.10885440491208204,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2033409240180301,0.20659144928547815,0.2572368626925609,0.03303985407820009,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3065251602532608,0.5582571946250849,-0.10384508225416227,0.2966107031960824,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20325476646042046,-0.01927014592044596,0.03995431550703274,-0.11827674092437267,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09644589826825212,-0.3970968584376477,-0.2972515234679316,0.4231200433468851,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2375322887663094,0.43971858658670365,0.004368502386070551,0.20959932620645255,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00647896609770911,-0.386916825757143,-0.2286295240286013,-0.44788582399211657,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058083211081024606,0.0017559267022650125,0.18934617173091903,0.13353139262452257,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.233288858659989,-1.2825198886176992,0.0048767368392925465,-0.9707789171582246,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3135885362155885,0.4120048207317575,-0.41750122609262336,0.53785429615391,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3381714723741726,-0.6928802410201655,-0.41484153272396296,-1.2919836816486494,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3597701488460348,-0.5770007359919678,0.14523290690520368,-0.15700374880966467,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2649250853291647,0.0,-0.23927418814526688,-0.5364933705145686,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27105909807298084,0.31520126954745425,0.018260959134609112,-0.4317824164255378,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4083181770905708,-0.19938528469535732,0.2090469483659741,0.1923718926474561,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08883121370661583,-0.022355175246139176,0.010733971152371964,-1.1410330045520618,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21072103131565273,-0.07678296260302482,0.3425783409904966,0.1923718926474561,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3065251602532608,0.5150405931253026,0.23262715436705064,0.11428914640212759,0.0,0.0
1.0,0.0,0.0,0.0,0.0,3.826024772320828,0.0,-0.22168794698150915,-0.04207740451037163,0.0828382783090045,-0.27763173659827933,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25223922552198214,0.09120098705419158,-0.09833590072086183,0.5389965007326869,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004384598317824126,0.15851625570811734,-0.04705706148259704,-0.012916225266546401,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3597701488460348,-0.7095473919539509,-0.4636210282652384,-0.15700374880966467,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19460724404927537,0.2365760615182846,0.3324067113419985,-0.5364933705145686,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1496982410687135,0.3180611380362166,0.2318350594326681,0.2613647641344075,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.35176092913630336,-0.061351630209052065,-0.3605321816917611,0.4385049621863645,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2832974741339569,-0.14957468837487076,0.19410499533429107,-0.3695911692052788,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1946797574143435,-1.2080819970760692,-0.09833590072086183,-1.9459101490553135,0.0,0.0
2.0,0.0,0.0,0.0,1.0,3.6782334896018942,0.0,0.48850710081029525,0.7588419254221802,-0.225104687714512,-0.5988365010887041,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38283841793536555,0.5621189181535413,-0.8405719956806731,0.17435338714477774,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3873940829762626,0.42585506381121363,-0.34748282556981713,0.5842927756478633,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3315494251579962,-0.4134402867182979,0.16801529027495649,-1.0715836162801904,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05129329438755048,0.2556261619703311,0.20038721074352672,-0.19337139298053965,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09893994785490354,0.003162891408508217,0.36615854699157335,0.20959932620645255,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021337137388131325,-0.10746356585460494,-0.46430560813109784,0.4231200433468851,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42928310328787506,0.43176372501143834,0.06478097476950204,-0.4317824164255378,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17744859205208022,-0.4911394453855753,-0.48786463987523127,-0.15700374880966467,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18636741531349832,-0.150193279807138,-0.29835857092020035,-0.3784364357202451,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.29416103854949005,-0.66972321814544,0.5235378349304682,-1.1410330045520618,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04366694665248652,0.28946143235185817,0.119434789676287,-0.5007752879124893,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.26145887735267836,-0.05090432986176755,0.19095445796648264,0.008928630744301398,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.028987536873252406,0.06808046266452981,0.6519684151576166,0.2561834053924099,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3090192098399123,0.4744579795951159,-0.2972515234679316,-0.27002713721306026,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.059615709674354464,0.28718548284366746,-0.1257458282532066,0.3147107448397002,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3.635374558948301,0.0,-0.6540597918518984,-0.8315056139327838,0.34566435499012815,-0.39653647736386294,0.0,0.0
1.0,0.0,0.0,0.0,1.0,4.301929031251239,0.0,0.6603573577369545,0.9487733425302765,-0.19777702748613535,0.49977578757940566,0.0,0.0
0.0,0.0,0.0,0.0,1.0,3.557351545856312,0.0,0.19460724404927537,-0.14118644404054406,0.19834803159742892,0.1566538100453768,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4282220952307806,0.04862068700607391,0.21922561661898404,-0.5364933705145686,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25223922552198214,0.15840973674764172,0.10233479474128927,0.13353139262452257,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16899789559548406,0.005759126234700092,-0.06286638677725215,-0.44788582399211657,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5306282510621704,-0.5905263926432394,0.2643290910020528,0.4385049621863645,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20325476646042046,-0.5811509404867208,0.32763638795881356,-0.23605977658075622,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06541313854823212,-0.07792971635226567,0.40772572589633227,0.9545119446943529,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08846698132233027,-0.17442885599504565,-0.050693114315518095,-0.27763173659827933,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5904777827136101,0.22314355131420993,0.1779975853139001,0.8162072733171725,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4223586424436603,-0.1839075999495894,-0.050693114315518095,-0.9707789171582246,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09740588437854374,0.1298452889261394,-0.6763400622435641,-0.15700374880966467,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9764446546939022,-0.9985922396416008,-0.49904218522565424,-0.9292069571407016,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3.8562874272050265,1.0,-0.11077440550190644,-0.1494169431770595,-1.0953248396420652,-0.5364933705145686,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3.6276117368128946,0.0,0.11913009638158327,-0.1383584333728385,0.1225208036759184,0.4507613830233407,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10623513306848723,0.09859951973718446,0.10923273734033574,-0.4317824164255378,0.0,0.0
0.0,0.0,0.0,0.0,1.0,3.910666323064844,0.0,0.38283841793536555,0.30183581988987473,-0.07331684296700593,0.3566749439387324,0.0,0.0
1.0,0.0,0.0,0.0,0.0,4.170453052607068,0.0,-0.4382549309311553,-0.6964453071846618,-1.4712930105677946,-0.5988365010887041,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09893994785490354,0.2284094929194968,0.36615854699157335,-0.24238579753660464,0.0,0.0
0.0,0.0,0.0,0.0,1.0,1.6441407221594528,0.0,-0.09644589826825212,0.26430162380771727,-0.2972515234679316,-0.27002713721306026,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028987536873252406,-0.20795510440092754,0.07846770750297419,-0.6601073264817452,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6379017063339667,0.11236579824623508,-0.21611893637724527,0.4519851237430572,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2136301242763363,-0.10166950171261722,-0.02252223734882178,-0.9707789171582246,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3267694611598278,0.24536668809891993,-0.1243392742556075,0.4507613830233407,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2008250283585143,0.47725236696955664,0.08829913487264374,0.09431067947124121,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2644599690417099,-0.38894850448902807,0.0351562569845777,-0.15700374880966467,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34584939843381,0.576436812774937,-0.46772098307164983,0.02702867238791942,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04569495926212967,0.3155624347212323,-0.2634948468377771,-0.15700374880966467,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15700374880966467,0.04100007305335859,0.47689067859809064,-0.5007752879124893,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00647896609770911,0.1338300932789066,-0.3417066686475721,-0.44788582399211657,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21072103131565273,0.12301322471419358,-0.1374756241087404,-0.5007752879124893,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.19161460370554714,-0.14269535603627978,0.18934617173091903,0.25131442828090617,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2832974741339569,-0.037535493897739275,0.03995431550703274,-0.11827674092437267,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011547902587896173,0.21010590038461893,0.3059430315863899,-0.4317824164255378,0.0,0.0
1.0,0.0,0.0,0.0,1.0,2.045517778761319,0.0,-0.4556148917936359,-0.17495697853174638,0.16944825274551906,-0.24238579753660464,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.0479239882815829,0.14122642884632286,-0.011010588948604223,0.4507613830233407,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.984542268173327,0.0,-0.09644589826825212,0.06407885668452239,-0.2972515234679316,-0.27002713721306026,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2280165160560841,0.6137820124757991,0.3768098523477882,0.9416085398584451,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12459737207611365,-0.37151906156050973,-0.45553062804806255,0.09431067947124121,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09606746874623372,-0.2878773658807777,0.18934617173091903,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.4223586424436603,-0.2735197586392765,0.05752047032471452,-0.27763173659827933,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8363813486458531,-0.6279066586915444,-0.08511856110232616,-0.39653647736386294,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9360933591703346,-0.6674874337793676,-0.47955360759929117,-0.6601073264817452,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3.5108472552420427,0.0,0.2602360958430331,0.22897447162500295,-0.18664552827400904,0.06899287148695142,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5173045898636999,-0.7298615768839735,-0.04526029820220305,-1.1410330045520618,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15969916823133692,-0.2779238182663898,-0.5527834216154989,-1.0715836162801904,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19460724404927537,-0.17876915518958683,0.30244192264006226,0.1566538100453768,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0755075525081453,0.30707220621876313,0.08483040129080271,-0.2546422183735808,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2946907026062579,0.5960560563846257,0.33608995675829506,0.1566538100453768,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04366694665248652,-0.1464628832410148,-0.1578844957399474,-0.5007752879124893,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05164323315183835,-0.05773476763233047,0.4264598249711988,0.5978370007556205,0.0,0.0
1.0,1.0,0.0,0.0,1.0,3.606757910829306,0.0,0.021337137388131325,0.28820714466127156,0.08223809823697201,0.4231200433468851,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3597701488460348,-0.6264807932553375,-0.013270336920896698,-0.15700374880966467,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21666458521650073,0.08198649162258434,-0.22653528242548657,-0.44788582399211657,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04366694665248652,0.27603841201971757,-0.19999598109007435,-0.5007752879124893,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0696247517948574,-0.9821981786190679,-0.010479778513522066,-0.2546422183735808,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17584259069624547,0.1180264281057812,-0.5760630845645808,-0.04242071588395214,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.12047415346787443,0.3697470255060852,0.4231200433468852,-0.048790164169432056,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35382187495632605,0.5670931689501377,0.19465821091387436,-0.5007752879124893,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.6996261466576544,-1.048315308002508,-0.21199712397945933,-0.04242071588395214,0.0,0.0
